0.05413541666666666,0.782,1.0,8.75,0,0.42168674698795183,0.0
0.04672916666666649,0.772,1.0,10.5,0,0.5060240963855421,0.0
0.05081249999999993,0.771,1.0,8.75,0,0.42168674698795183,0.0
0.04892708333333329,0.782,1.0,10.5,0,0.5060240963855421,0.0
0.048989583333333364,0.778,1.0,8.75,0,0.42168674698795183,0.0
0.04841666666666655,0.776,1.0,10.0,0,0.4819277108433735,0.0
0.055479166666666524,0.772,1.0,8.75,0,0.42168674698795183,0.0
0.04936458333333338,0.769,1.0,8.75,0,0.42168674698795183,0.0
0.04613541666666665,0.77,1.0,8.75,0,0.42168674698795183,0.0
0.055041666666666544,0.793,1.0,10.5,0,0.5060240963855421,0.0
